Hr,Xf_mean,P0_mean,Xi_mean,X0_mean,P1_mean,X1_mean,Xint_effect_mean,Curt_mean,I01_mean,Xf_min,P0_min,Xi_min,X0_min,P1_min,X1_min,Xint_effect_min,Curt_min,I01_min,Xf_max,P0_max,Xi_max,X0_max,P1_max,X1_max,Xint_effect_max,Curt_max,I01_max
1,22.569435133022136,0.06,22.965856666666667,22.965856666666667,0.06,22.569435133022136,-0.3964215336445317,0,0,21.272854882347577,0.06,22.965856666666667,22.965856666666667,0.06,21.272854882347577,-1.6930017843190903,0,0,24.998842800390612,0.06,22.965856666666667,22.965856666666667,0.06,24.998842800390612,2.032986133723945,0,0
2,19.209320633578088,0.06,19.546723333333333,19.546723333333333,0.06,19.209320633578088,-0.3374026997552462,0,0,18.105773929126844,0.06,19.546723333333333,19.546723333333333,0.06,18.105773929126844,-1.4409494042064885,0,0,21.277040563523233,0.06,19.546723333333333,19.546723333333333,0.06,21.277040563523233,1.7303172301899004,0,0
3,15.529327977138882,0.06,15.802093333333334,15.802093333333332,0.06,15.529327977138882,-0.27276535619445047,0,0,14.637191340012953,0.06,15.802093333333334,15.802093333333332,0.06,14.637191340012953,-1.1649019933203792,0,0,17.200928007639476,0.06,15.802093333333334,15.802093333333332,0.06,17.200928007639476,1.3988346743061442,0,0
4,13.250540476552716,0.06,13.48328,13.48328,0.06,13.250540476552716,-0.23273952344728444,0,0,12.489316768852346,0.06,13.48328,13.48328,0.06,12.489316768852346,-0.9939632311476547,0,0,14.676848420937809,0.06,13.48328,13.48328,0.06,14.676848420937809,1.1935684209378081,0,0
5,13.539688395749518,0.06,13.777506666666667,13.777506666666667,0.06,13.539688395749518,-0.23781827091714958,0,0,12.761853573090153,0.06,13.777506666666667,13.777506666666667,0.06,12.761853573090153,-1.015653093576514,0,0,14.99712065351508,0.06,13.777506666666667,13.777506666666667,0.06,14.99712065351508,1.2196139868484117,0,0
6,9.621365236057,0.06,9.79036,9.79036,0.06,9.621365236057,-0.16899476394299867,0,0,9.068632211235045,0.06,9.79036,9.79036,0.06,9.068632211235045,-0.7217277887649551,0,0,10.657023343460395,0.06,9.79036,9.79036,0.06,10.657023343460395,0.8666633434603952,0,0
7,12.700128209648248,0.06,25.8464,25.8464,0.06,25.400256419296497,-13.14627179035175,0,0,11.970524862439452,0.06,25.8464,25.8464,0.06,23.941049724878905,-13.875875137560547,0,0,14.067188956504907,0.06,25.8464,25.8464,0.06,28.134377913009814,-11.779211043495092,0,0
8,37.357547219344184,0.06,76.02743,76.02743,0.06,74.71509443868837,-38.66988278065581,11,0,35.21141207450071,0.06,76.02743,76.02743,0.06,70.42282414900141,-40.81601792549929,11,0,41.378769332961255,0.06,76.02743,76.02743,0.06,82.75753866592251,-34.64866066703874,11,0
9,36.76165053160717,0.09,74.81470333333333,74.81470333333333,0.09,73.52330106321433,-38.05305280172616,11488,0,34.6497487591192,0.09,74.81470333333333,74.81470333333333,0.09,69.2994975182384,-40.16495457421413,11488,0,40.71872943678259,0.09,74.81470333333333,74.81470333333333,0.09,81.43745887356518,-34.09597389655074,11488,0
10,53.51304187274751,0.09,108.90594666666667,108.90594666666667,0.09,107.02608374549501,-55.39290479391916,32469,0,50.438797752910986,0.09,108.90594666666667,108.90594666666667,0.09,100.87759550582197,-58.46714891375568,32469,0,59.27326553202944,0.09,108.90594666666667,108.90594666666667,0.09,118.54653106405888,-49.632681134637224,32469,0
11,61.68181454858703,0.09,125.53045333333333,125.53045333333333,0.09,123.36362909717406,-63.8486387847463,43260,0,58.13828667125643,0.09,125.53045333333333,125.53045333333333,0.09,116.27657334251286,-67.3921666620769,43260,0,68.3213370850765,0.09,125.53045333333333,125.53045333333333,0.09,136.642674170153,-57.209116248256834,43260,0
12,89.22575376173667,0.09,72.36292,72.36292,0.039999999999999994,89.22575376173667,16.862833761736667,52447,1,87.88074617777778,0.09,72.36292,72.36292,0.039999999999999994,87.88074617777778,15.517826177777778,52447,1,90.20842010444444,0.09,72.36292,72.36292,0.039999999999999994,90.20842010444444,17.84550010444444,52447,1
13,113.52732547032485,0.11,95.72150666666667,95.72150666666667,0.06,113.52732547032485,17.80581880365818,67105,1,110.41693342878789,0.11,95.72150666666667,95.72150666666667,0.06,110.41693342878789,14.695426762121215,67105,1,115.87523479757577,0.11,95.72150666666667,95.72150666666667,0.06,115.87523479757577,20.1537281309091,67105,1
14,128.38848105308605,0.11,108.25181333333333,108.25181333333333,0.06,128.38848105308605,20.136667719752726,67271,1,124.87092694848485,0.11,108.25181333333333,108.25181333333333,0.06,124.87092694848485,16.61911361515152,67271,1,131.0437405769697,0.11,108.25181333333333,108.25181333333333,0.06,131.0437405769697,22.791927243636366,67271,1
15,67.13917190588181,0.11,56.60895,56.60895,0.06,67.13917190588181,10.530221905881815,45859,1,65.29971039204545,0.11,56.60895,56.60895,0.06,65.29971039204545,8.690760392045455,45859,1,68.52770710909091,0.11,56.60895,56.60895,0.06,68.52770710909091,11.918757109090912,45859,1
16,73.93995277154082,0.11,75.23867333333334,75.23867333333334,0.11,73.93995277154082,-1.2987205617925253,45860,0,69.69221320985724,0.11,75.23867333333334,75.23867333333334,0.11,69.69221320985724,-5.546460123476095,45860,0,81.89895959334739,0.11,75.23867333333334,75.23867333333334,0.11,81.89895959334739,6.660286260014047,45860,0
17,86.8466985079872,0.11,88.37212,88.37212,0.11,86.8466985079872,-1.5254214920127924,12377,0,81.85748573158992,0.11,88.37212,88.37212,0.11,81.85748573158992,-6.514634268410077,12377,0,96.1950066954722,0.11,88.37212,88.37212,0.11,96.1950066954722,7.8228866954722065,12377,0
18,48.92392423648719,0.11,49.78325,49.78325,0.11,48.92392423648719,-0.8593257635128119,1730,0,46.11331805265252,0.11,49.78325,49.78325,0.11,46.11331805265252,-3.669931947347486,1730,0,54.19016842724116,0.11,49.78325,49.78325,0.11,54.19016842724116,4.406918427241159,1730,0
19,64.33138279279542,0.09,65.46133333333333,65.46133333333333,0.09,64.33138279279542,-1.129950540537899,0,0,60.63564118756215,0.09,65.46133333333333,65.46133333333333,0.09,60.63564118756215,-4.825692145771178,0,0,71.25610880778392,0.09,65.46133333333333,65.46133333333333,0.09,71.25610880778392,5.794775474450589,0,0
20,69.76412587740069,0.09,70.9895,70.9895,0.09,69.76412587740069,-1.2253741225993233,0,0,65.75628131748682,0.09,70.9895,70.9895,0.09,65.75628131748682,-5.233218682513183,0,0,77.27364046271862,0.09,70.9895,70.9895,0.09,77.27364046271862,6.284140462718611,0,0
21,33.29573275047352,0.09,33.880556666666664,33.880556666666664,0.09,33.29573275047352,-0.5848239161931459,0,0,31.38294276430157,0.09,33.880556666666664,33.880556666666664,0.09,31.38294276430157,-2.4976139023650923,0,0,36.87973509514455,0.09,33.880556666666664,33.880556666666664,0.09,36.87973509514455,2.999178428477883,0,0
22,36.33724337738074,0.09,36.97549,36.97549,0.09,36.33724337738074,-0.6382466226192609,0,0,34.24972316035358,0.09,36.97549,36.97549,0.09,34.24972316035358,-2.7257668396464183,0,0,40.248638463333975,0.09,36.97549,36.97549,0.09,40.248638463333975,3.2731484633339747,0,0
23,38.68158282217146,0.09,39.36100666666667,39.36100666666667,0.09,38.68158282217146,-0.6794238444952105,0,0,36.459383814688195,0.09,39.36100666666667,39.36100666666667,0.09,36.459383814688195,-2.9016228519784732,0,0,42.845326103306405,0.09,39.36100666666667,39.36100666666667,0.09,42.845326103306405,3.484319436639737,0,0
24,19.428376355975892,0.06,19.769626666666667,19.769626666666667,0.06,19.428376355975892,-0.341250310690776,0,0,18.31224522830873,0.06,19.769626666666667,19.769626666666667,0.06,18.31224522830873,-1.4573814383579382,0,0,21.519675770672762,0.06,19.769626666666667,19.769626666666667,0.06,21.519675770672762,1.750049104006095,0,0
