Hr,Xf_mean,P0_mean,Xi_mean,X0_mean,P1_mean,X1_mean,Xint_effect_mean,Curt_mean,I01_mean,Xf_min,P0_min,Xi_min,X0_min,P1_min,X1_min,Xint_effect_min,Curt_min,I01_min,Xf_max,P0_max,Xi_max,X0_max,P1_max,X1_max,Xint_effect_max,Curt_max,I01_max
1,9.60544963440103,0.06,10.54640909090909,10.54640909090909,0.13,9.59716506467841,-0.9409594565080616,0,1,0,0.06,10.54640909090909,10.54640909090909,0.13,-1.3870072711180867,-10.54640909090909,0,1,15.441758967926873,0.06,10.54640909090909,10.54640909090909,0.13,15.441758967926873,4.895349877017782,0,1
2,7.462593261373451,0.06,8.193636363636363,8.193636363636363,0.13,7.456156876140222,-0.7310431022629126,0,1,0,0.06,8.193636363636363,8.193636363636363,0.13,-1.0775831958820374,-8.193636363636363,0,1,11.996894555055352,0.06,8.193636363636363,8.193636363636363,0.13,11.996894555055352,3.8032581914189887,0,1
3,3.6464699714580875,0.06,4.003681818181818,4.003681818181818,0.13,3.643324940681831,-0.3572118467237301,0,1,0,0.06,4.003681818181818,4.003681818181818,0.13,-0.5265428019332394,-4.003681818181818,0,1,5.862079603371965,0.06,4.003681818181818,4.003681818181818,0.13,5.862079603371965,1.8583977851901476,0,1
4,2.114912012373927,0.06,2.322090909090909,2.322090909090909,0.13,2.113087929515696,-0.2071788967169819,0,1,0,0.06,2.322090909090909,2.322090909090909,0.13,-0.30538896674153837,-2.322090909090909,0,1,3.3999409477396965,0.06,2.322090909090909,2.322090909090909,0.13,3.3999409477396965,1.0778500386487875,0,1
5,2.395928782917603,0.06,2.6306363636363637,2.6306363636363637,0.13,2.393862326915229,-0.23470758071876063,0,1,0,0.06,2.6306363636363637,2.6306363636363637,0.13,-0.34596721335003355,-2.6306363636363637,0,1,3.8517046237616417,0.06,2.6306363636363637,2.6306363636363637,0.13,3.8517046237616417,1.221068260125278,0,1
6,0.9816957395259551,0.06,1.0778636363636365,1.0778636363636365,0.13,0.9808490402968661,-0.09616789683768137,0,1,0,0.06,1.0778636363636365,1.0778636363636365,0.13,-0.1417548558967644,-1.0778636363636365,0,1,1.5781779684013515,0.06,1.0778636363636365,1.0778636363636365,0.13,1.5781779684013515,0.500314332037715,0,1
7,1.143566036053028,0.06,1.255590909090909,1.255590909090909,0.13,1.1425797258938275,-0.11202487303788101,0,1,0,0.06,1.255590909090909,1.255590909090909,0.13,-0.16512859547237047,-1.255590909090909,0,1,1.838401299757539,0.06,1.255590909090909,1.255590909090909,0.13,1.838401299757539,0.58281039066663,0,1
8,1.4298404863048721,0.06,1.569909090909091,1.569909090909091,0.13,1.4286072683242594,-0.14006860460421874,11,1,0,0.06,1.569909090909091,1.569909090909091,0.13,-0.20646604027168447,-1.569909090909091,11,1,2.2986172425524343,0.06,1.569909090909091,1.569909090909091,0.13,2.2986172425524343,0.7287081516433433,11,1
9,1.0191401706730367,0.09,0.7808181818181819,0.7808181818181819,0.07,1.0191401706730367,0.23832198885485478,11488,1,0.23089385105648175,0.09,0.7808181818181819,0.7808181818181819,0.07,0.23089385105648175,-0.5499243307617001,11488,1,1.4217440908254488,0.09,0.7808181818181819,0.7808181818181819,0.07,1.4217440908254488,0.640925909007267,11488,1
10,2.0701395957209376,0.09,1.5860454545454545,1.5860454545454545,0.07,2.0701395957209376,0.4840941411754831,32469,1,0.46900565519349247,0.09,1.5860454545454545,1.5860454545454545,0.07,0.46900565519349247,-1.117039799351962,32469,1,2.887933203002235,0.09,1.5860454545454545,1.5860454545454545,0.07,2.887933203002235,1.3018877484567803,32469,1
11,4.988732071916616,0.09,3.8221363636363637,3.8221363636363637,0.07,4.988732071916616,1.1665957082802523,43260,1,1.1302346753863297,0.09,3.8221363636363637,3.8221363636363637,0.07,1.1302346753863297,-2.691901688250034,43260,1,6.959494432718566,0.09,3.8221363636363637,3.8221363636363637,0.07,6.959494432718566,3.1373580690822025,43260,1
12,3.5057045456438316,0.09,2.685909090909091,2.685909090909091,0.07,3.5057045456438316,0.8197954547347405,52447,1,0.7942436639263888,0.09,2.685909090909091,2.685909090909091,0.07,0.7942436639263888,-1.8916654269827022,52447,1,4.890607656704842,0.09,2.685909090909091,2.685909090909091,0.07,4.890607656704842,2.2046985657957507,52447,1
13,6.342364969753959,0.11,4.694954545454546,4.694954545454546,0.07,6.342364969753959,1.6474104242994132,67105,1,1.5685439998344313,0.11,4.694954545454546,4.694954545454546,0.07,1.5685439998344313,-3.1264105456201143,67105,1,8.81338040973494,0.11,4.694954545454546,4.694954545454546,0.07,8.81338040973494,4.118425864280394,67105,1
14,8.46135801587929,0.11,6.263545454545454,6.263545454545454,0.07,8.46135801587929,2.1978125613338353,67271,1,2.0925967536638455,0.11,6.263545454545454,6.263545454545454,0.07,2.0925967536638455,-4.170948700881609,67271,1,11.757943185631143,0.11,6.263545454545454,6.263545454545454,0.07,11.757943185631143,5.494397731085689,67271,1
