Hr,Xf_mean,P0_mean,Xi_mean,X0_mean,P1_mean,X1_mean,Xint_effect_mean,Curt_mean,I01_mean,Xf_min,P0_min,Xi_min,X0_min,P1_min,X1_min,Xint_effect_min,Curt_min,I01_min,Xf_max,P0_max,Xi_max,X0_max,P1_max,X1_max,Xint_effect_max,Curt_max,I01_max
1,15.043725664568758,0.06,15.446395454545454,15.446395454545454,0.06,15.043725664568758,-0.40266978997669695,0,0,13.990987827500918,0.06,15.446395454545454,15.446395454545454,0.06,13.990987827500918,-1.4554076270445364,0,0,17.013847409559364,0.06,15.446395454545454,15.446395454545454,0.06,17.013847409559364,1.5674519550139099,0,0
2,13.219742982778442,0.06,13.573590909090909,13.57359090909091,0.06,13.219742982778442,-0.353847926312468,0,0,12.294644776084851,0.06,13.573590909090909,13.57359090909091,0.06,12.294644776084851,-1.278946133006059,0,0,14.95099650961583,0.06,13.573590909090909,13.57359090909091,0.06,14.95099650961583,1.37740560052492,0,0
3,12.006729445214123,0.06,12.328109090909091,12.328109090909091,0.06,12.006729445214123,-0.3213796456949675,0,0,11.166516145114983,0.06,12.328109090909091,12.328109090909091,0.06,11.166516145114983,-1.1615929457941085,0,0,13.57912708750478,0.06,12.328109090909091,12.328109090909091,0.06,13.57912708750478,1.2510179965956887,0,0
4,13.035439793812223,0.06,13.384354545454546,13.384354545454546,0.06,13.035439793812223,-0.34891475164232283,0,0,12.123238853716224,0.06,13.384354545454546,13.384354545454546,0.06,12.123238853716224,-1.261115691738322,0,0,14.742557030986431,0.06,13.384354545454546,13.384354545454546,0.06,14.742557030986431,1.3582024855318853,0,0
5,38.23059148146236,0.06,39.25389545454546,39.25389545454546,0.06,38.23059148146236,-1.0233039730830966,0,0,35.555270814002384,0.06,39.25389545454546,39.25389545454546,0.06,35.555270814002384,-3.6986246405430734,0,0,43.23725813311994,0.06,39.25389545454546,39.25389545454546,0.06,43.23725813311994,3.98336267857448,0,0
6,60.0219113557317,0.06,61.62849545454545,61.62849545454545,0.06,60.0219113557317,-1.6065840988137448,0,0,55.82166611421348,0.06,61.62849545454545,61.62849545454545,0.06,55.82166611421348,-5.806829340331973,0,0,67.88236264116901,0.06,61.62849545454545,61.62849545454545,0.06,67.88236264116901,6.253867186623559,0,0
7,75.13634884863822,0.06,154.2949909090909,154.2949909090909,0.06,150.27269769727644,-79.15864206045268,0,0,69.87841746011357,0.06,154.2949909090909,154.2949909090909,0.06,139.75683492022713,-84.41657344897733,0,0,84.97618227863353,0.06,154.2949909090909,154.2949909090909,0.06,169.95236455726706,-69.31880863045737,0,0
8,224.00437221225351,0.06,460.0004272727273,460.0004272727273,0.06,448.00874442450703,-235.99605506047376,11,0,208.32887509441727,0.06,460.0004272727273,460.0004272727273,0.06,416.65775018883454,-251.67155217831,11,0,253.33991677803385,0.06,460.0004272727273,460.0004272727273,0.06,506.6798335560677,-206.66051049469343,11,0
9,255.41723537392693,0.09,524.5077863636363,524.5077863636363,0.09,510.83447074785386,-269.0905509897094,11488,0,237.54351220768473,0.09,524.5077863636363,524.5077863636363,0.09,475.08702441536946,-286.9642741559516,11488,0,288.8665989608149,0.09,524.5077863636363,524.5077863636363,0.09,577.7331979216298,-235.64118740282146,11488,0
10,422.8762607793003,0.09,868.3904636363636,868.3904636363636,0.09,845.7525215586006,-445.5142028570633,32469,0,393.28400085338143,0.09,868.3904636363636,868.3904636363636,0.09,786.5680017067629,-475.1064627829822,32469,0,478.25600748418685,0.09,868.3904636363636,868.3904636363636,0.09,956.5120149683737,-390.13445615217677,32469,0
11,450.35237471099623,0.09,924.8135772727272,924.8135772727271,0.09,900.7047494219925,-474.4612025617309,43260,0,418.8373766684412,0.09,924.8135772727272,924.8135772727271,0.09,837.6747533368824,-505.9762006042859,43260,0,509.33038495323,0.09,924.8135772727272,924.8135772727271,0.09,1018.66076990646,-415.4831923194971,43260,0
12,509.48613752204005,0.09,406.64176363636363,406.64176363636363,0.039999999999999994,509.48613752204005,102.84437388567639,52447,1,504.4165165818182,0.09,406.64176363636363,406.64176363636363,0.039999999999999994,504.4165165818182,97.77475294545457,52447,1,516.6383607,0.09,406.64176363636363,406.64176363636363,0.039999999999999994,516.6383607,109.99659706363639,52447,1
13,544.7208326248536,0.11,458.60941818181817,458.60941818181817,0.06,544.7208326248536,86.11141444303543,67105,1,537.5527757570248,0.11,458.60941818181817,458.60941818181817,0.06,537.5527757570248,78.94335757520668,67105,1,555.5969717742149,0.11,458.60941818181817,458.60941818181817,0.06,555.5969717742149,96.98755359239675,67105,1
14,669.0623198658386,0.11,563.294559090909,563.294559090909,0.06,669.0623198658386,105.76776077492956,67271,1,660.258036148967,0.11,563.294559090909,563.294559090909,0.06,660.258036148967,96.96347705805795,67271,1,682.4211166193802,0.11,563.294559090909,563.294559090909,0.06,682.4211166193802,119.12655752847115,67271,1
15,344.18974921841067,0.11,289.77900454545454,289.77900454545454,0.06,344.18974921841067,54.410744672956135,45859,1,339.6605086460744,0.11,289.77900454545454,289.77900454545454,0.06,339.6605086460744,49.88150410061985,45859,1,351.06199529764467,0.11,289.77900454545454,289.77900454545454,0.06,351.06199529764467,61.28299075219013,45859,1
16,293.0363596781897,0.11,300.87995454545455,300.87995454545455,0.11,293.0363596781897,-7.84359486726488,45860,0,272.5301054198836,0.11,300.87995454545455,300.87995454545455,0.11,272.5301054198836,-28.349849125570927,45860,0,331.4123123608817,0.11,300.87995454545455,300.87995454545455,0.11,331.4123123608817,30.532357815427133,45860,0
17,257.4640645698837,0.11,264.3555090909091,264.3555090909091,0.11,257.4640645698837,-6.891444521025416,12377,0,239.44710730135566,0.11,264.3555090909091,264.3555090909091,0.11,239.44710730135566,-24.908401789553437,12377,0,291.1814802867525,0.11,264.3555090909091,264.3555090909091,0.11,291.1814802867525,26.825971195843408,12377,0
18,110.6394372949268,0.11,113.60088181818182,113.60088181818182,0.11,110.6394372949268,-2.961444523255018,1730,0,102.89705189723331,0.11,113.60088181818182,113.60088181818182,0.11,102.89705189723331,-10.703829920948507,1730,0,125.12874440730218,0.11,113.60088181818182,113.60088181818182,0.11,125.12874440730218,11.52786258912036,1730,0
19,110.36422206021187,0.09,113.3183,113.3183,0.09,110.36422206021187,-2.9540779397881276,0,0,102.64109582061405,0.09,113.3183,113.3183,0.09,102.64109582061405,-10.677204179385939,0,0,124.81748706901833,0.09,113.3183,113.3183,0.09,124.81748706901833,11.499187069018333,0,0
20,94.13682032044618,0.09,96.65654545454545,96.65654545454545,0.09,94.13682032044618,-2.5197251340992697,0,0,87.54926383196305,0.09,96.65654545454545,96.65654545454545,0.09,87.54926383196305,-9.107281622582406,0,0,106.4649497248786,0.09,96.65654545454545,96.65654545454545,0.09,106.4649497248786,9.808404270333142,0,0
