Hr,Xf_mean,P0_mean,Xi_mean,X0_mean,P1_mean,X1_mean,Xint_effect_mean,Curt_mean,I01_mean,Xf_min,P0_min,Xi_min,X0_min,P1_min,X1_min,Xint_effect_min,Curt_min,I01_min,Xf_max,P0_max,Xi_max,X0_max,P1_max,X1_max,Xint_effect_max,Curt_max,I01_max
1,18.023147742588463,0.05,18.110632258064516,18.110632258064516,0.05,18.023147742588463,-0.08748451547605143,0,0,17.595502476733394,0.05,18.110632258064516,18.110632258064516,0.05,17.595502476733394,-0.5151297813311224,0,0,18.92359186877127,0.05,18.110632258064516,18.110632258064516,0.05,18.92359186877127,0.812959610706752,0,0
2,15.820381922470073,0.05,15.897174193548388,15.897174193548388,0.05,15.820381922470073,-0.07679227107831525,0,0,15.445002908227368,0.05,15.897174193548388,15.897174193548388,0.05,15.445002908227368,-0.45217128532102,0,0,16.61077493147788,0.05,15.897174193548388,15.897174193548388,0.05,16.61077493147788,0.7136007379294931,0,0
3,13.095412175066919,0.05,13.158977419354839,13.158977419354839,0.05,13.095412175066919,-0.06356524428792026,0,0,12.78469003590057,0.05,13.158977419354839,13.158977419354839,0.05,12.78469003590057,-0.37428738345426815,0,0,13.749664536607415,0.05,13.158977419354839,13.158977419354839,0.05,13.749664536607415,0.5906871172525765,0,0
4,11.991695432162274,0.05,12.049903225806451,12.049903225806451,0.05,11.991695432162274,-0.05820779364417653,0,0,11.70716179495404,0.05,12.049903225806451,12.049903225806451,0.05,11.70716179495404,-0.3427414308524117,0,0,12.590805635833773,0.05,12.049903225806451,12.049903225806451,0.05,12.590805635833773,0.5409024100273214,0,0
5,17.307421882123396,0.05,17.391432258064516,17.391432258064516,0.05,17.307421882123396,-0.08401037594111846,0,0,16.896759042437683,0.05,17.391432258064516,17.391432258064516,0.05,16.896759042437683,-0.49467321562683253,0,0,18.17210803993034,0.05,17.391432258064516,17.391432258064516,0.05,18.17210803993034,0.7806757818658241,0,0
6,15.556864265270333,0.05,15.632377419354839,15.632377419354837,0.05,15.556864265270333,-0.07551315408450475,0,0,15.187737881266262,0.05,15.632377419354839,15.632377419354837,0.05,15.187737881266262,-0.44463953808857504,0,0,16.3340918200545,0.05,15.632377419354839,15.632377419354837,0.05,16.3340918200545,0.7017144006996627,0,0
7,17.770628312800696,0.05,35.71377419354839,35.71377419354839,0.05,35.54125662560139,-17.943145880747693,0,0,17.348974716116153,0.05,35.71377419354839,35.71377419354839,0.05,34.697949432232306,-18.364799477432236,0,0,18.658456460878735,0.05,35.71377419354839,35.71377419354839,0.05,37.31691292175747,-17.055317732669653,0,0
8,44.42568636529071,0.05,89.28265806451613,89.28265806451613,0.05,88.85137273058142,-44.85697169922542,2843,0,43.371573358627295,0.05,89.28265806451613,89.28265806451613,0.05,86.74314671725459,-45.91108470588883,2843,0,46.64521254965079,0.05,89.28265806451613,89.28265806451613,0.05,93.29042509930159,-42.637445514865334,2843,0
9,31.434331995957958,0.12,63.17382903225806,63.17382903225806,0.12,62.868663991915916,-31.739497036300104,10667,0,30.688472090941314,0.12,63.17382903225806,63.17382903225806,0.12,61.37694418188263,-32.48535694131675,10667,0,33.004804591006184,0.12,63.17382903225806,63.17382903225806,0.12,66.00960918201237,-30.169024441251878,10667,0
10,39.30634536831476,0.12,78.99427741935484,78.99427741935484,0.12,78.61269073662952,-39.687932051040086,24759,0,38.373701817093995,0.12,78.99427741935484,78.99427741935484,0.12,76.74740363418799,-40.62057560226085,24759,0,41.2701070992902,0.12,78.99427741935484,78.99427741935484,0.12,82.5402141985804,-37.724170320064644,24759,0
