Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost
intervention hours,64468.842788895665,75200.32605188686,10731.483262991207,16213.991937085111,15035.422986254975,-1178.5689508301366,11229.6733285019,12386.818015254328,1157.1446867524292,40.138037241835384,44.02199712734369,3.8839598855083035,0,85.17524028919709,57.85723433762146,"NA","NA","NA"
peak period,19216.954385524714,20780.29126698252,1563.3368814578073,4282.417689880644,4725.8241423554755,443.4064524748319,4171.485723070646,4849.512205950384,678.0264828797381,14.977997645476897,16.563039896196862,1.5850422507199675,0.2773823938759943,34.75997655828889,33.901324143986905,"NA","NA","NA"
other,178604.39557218578,104776.38760715991,-73828.00796502588,18507.975796642007,11726.902023604836,-6781.073773037171,36045.29694150024,21329.658746204143,-14715.638195296096,132.31735659797997,78.25054911393195,-54.06680748404803,0,-1185.6850881251733,-735.7819097648048,"NA","NA","NA"
Total,262290.1927466062,200757.0049260293,-61533.18782057687,39004.38542360776,31488.149152215286,-7516.236271392474,51446.455993072785,38565.988967408855,-12880.46702566393,187.43339148529225,138.8355861374725,-48.59780534781976,0,-1065.7498712776874,-644.0233512831965,-0.0657832285647695,0,2390.44740539374
