Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost
intervention hours,444.0340954545454,375.4006982892685,-68.63339716527695,89.60042068181818,84.98733082681734,-4.613089855000837,93.07530821167457,72.34637136939462,-20.728936842279953,0.3361512018354727,0.2558723186596451,-0.08027888317582764,0,-1.7605159080459,-1.0364468421139976,"NA","NA","NA"
peak period,212.24163181818182,105.67180803061679,-106.56982378756504,45.33214509090909,54.949340175920725,9.617195085011637,46.642616528622696,20.82164966329251,-25.82096686533018,0.16760638340237274,0.0698923695559234,-0.09771401384644933,-0.01709995242312863,-2.1428683236526336,-1.2910483432665092,"NA","NA","NA"
other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA"
Total,444.0340954545454,375.4006982892685,-68.63339716527695,89.60042068181818,84.98733082681734,-4.613089855000837,93.07530821167457,72.34637136939462,-20.728936842279953,0.3361512018354727,0.2558723186596451,-0.08027888317582764,0,-1.7605159080459,-1.0364468421139976,-6.24137671403767e-07,0,0.0226800707378879
