Hr,Xf_mean,P0_mean,Xi_mean,X0_mean,P1_mean,X1_mean,Xint_effect_mean,Curt_mean,I01_mean,Xf_min,P0_min,Xi_min,X0_min,P1_min,X1_min,Xint_effect_min,Curt_min,I01_min,Xf_max,P0_max,Xi_max,X0_max,P1_max,X1_max,Xint_effect_max,Curt_max,I01_max
1,10.74236581228008,0.06,15.446395454545454,15.446395454545454,0.13,10.74236581228008,-4.7040296422653745,0,1,10.117603656008514,0.06,15.446395454545454,15.446395454545454,0.13,10.117603656008514,-5.32879179853694,0,1,11.849726967197926,0.06,15.446395454545454,15.446395454545454,0.13,11.849726967197926,-3.5966684873475288,0,1
2,9.439903268097751,0.06,13.573590909090909,13.57359090909091,0.13,9.439903268097751,-4.133687640993159,0,1,8.890890655435665,0.06,13.573590909090909,13.57359090909091,0.13,8.890890655435665,-4.682700253655245,0,1,10.413001966088816,0.06,13.573590909090909,13.57359090909091,0.13,10.413001966088816,-3.160588943002095,0,1
3,8.573719222582096,0.06,12.328109090909091,12.328109090909091,0.13,8.573719222582096,-3.7543898683269954,0,1,8.075082758103846,0.06,12.328109090909091,12.328109090909091,0.13,8.075082758103846,-4.253026332805245,0,1,9.457528598111514,0.06,12.328109090909091,12.328109090909091,0.13,9.457528598111514,-2.8705804927975773,0,1
4,9.308296755164063,0.06,13.384354545454546,13.384354545454546,0.13,9.308296755164063,-4.076057790290482,0,1,8.766938207745767,0.06,13.384354545454546,13.384354545454546,0.13,8.766938207745767,-4.617416337708779,0,1,10.267828987191889,0.06,13.384354545454546,13.384354545454546,0.13,10.267828987191889,-3.1165255582626568,0,1
5,27.299553851940043,0.06,39.25389545454546,39.25389545454546,0.13,27.299553851940043,-11.954341602605414,0,1,25.711846969877563,0.06,39.25389545454546,39.25389545454546,0.13,25.711846969877563,-13.542048484667895,0,1,30.113688653388383,0.06,39.25389545454546,39.25389545454546,0.13,30.113688653388383,-9.140206801157074,0,1
6,42.860215807717665,0.06,61.62849545454545,61.62849545454545,0.13,42.860215807717665,-18.76827964682779,0,1,40.36752087308009,0.06,61.62849545454545,61.62849545454545,0.13,40.36752087308009,-21.260974581465362,0,1,47.27839881379316,0.06,61.62849545454545,61.62849545454545,0.13,47.27839881379316,-14.350096640752291,0,1
7,53.6530752506446,0.06,154.2949909090909,154.2949909090909,0.13,107.3061505012892,-100.64191565844631,0,1,50.53268151522789,0.06,154.2949909090909,154.2949909090909,0.13,101.06536303045579,-103.762309393863,0,1,59.183824474109855,0.06,154.2949909090909,154.2949909090909,0.13,118.36764894821971,-95.11116643498104,0,1
8,159.95618130165855,0.06,460.0004272727273,460.0004272727273,0.13,319.9123626033171,-300.04424597106873,11,1,150.6533358684161,0.06,460.0004272727273,460.0004272727273,0.13,301.3066717368322,-309.3470914043112,11,1,176.44503159383243,0.06,460.0004272727273,460.0004272727273,0.13,352.89006318766485,-283.55539567889485,11,1
9,285.87114150114655,0.09,524.5077863636363,524.5077863636363,0.07,571.7422830022931,-238.6366448624898,11488,1,278.99812048326413,0.09,524.5077863636363,524.5077863636363,0.07,557.9962409665283,-245.5096658803722,11488,1,299.1550401473975,0.09,524.5077863636363,524.5077863636363,0.07,598.310080294795,-225.35274621623887,11488,1
10,473.29664032161634,0.09,868.3904636363636,868.3904636363636,0.07,946.5932806432327,-395.0938233147473,32469,1,461.9174652865226,0.09,868.3904636363636,868.3904636363636,0.07,923.8349305730452,-406.472998349841,32469,1,495.2898522513984,0.09,868.3904636363636,868.3904636363636,0.07,990.5797045027967,-373.10061138496525,32469,1
