Hr,CO2Baseline,CO2Marginal,NOXBaseline,NOXMarginal,PercSolar,I01,Xi,X0,Xf,curt,Xdelta,Pbase,Pnew,Xcurtpot,Xcurt,Xextra,CO2X0,NOXX0,CO2Xdelta,NOXXdelta,CO2Xf,NOXXf
1,0.238171486,0.238171486,8.89587e-4,8.89587e-4,0.218523589,0,2.9327681818181817,2.9327681818181817,2.921533733974949,0,-0.011234447843232702,0.14663840909090908,0.14607668669874746,-0.0024549918631365194,0,0,0.6985017559571545,0.002608952448559091,-0.0026757251372122276,-9.994018753517849e-6,0.6958260308199422,0.002598958429805573
2,0.237433588,0.237433588,8.87268e-4,8.87268e-4,0.21826356,0,1.9395272727272728,1.9395272727272728,1.9320975965186085,0,-0.00742967620866421,0.09697636363636364,0.09660487982593043,-0.0016216275789503532,0,0,0.46050891938749094,0.0017208804842181818,-0.00176405467990138,-6.5921139503090755e-6,0.4587448647075896,0.0017142883702678728
3,0.238801134,0.238801134,8.94191e-4,8.94191e-4,0.216857693,0,1.7150227272727272,1.715022727272727,1.7084530524177717,0,-0.0065696748549553905,0.08575113636363635,0.08542265262088859,-0.0014246845328057356,0,0,0.40954937210849995,0.001533557887522727,-0.0015688458053746328,-5.874544128227416e-6,0.4079805263031253,0.0015276833433944996
4,0.244963971,0.244963971,9.16113e-4,9.16113e-4,0.200955483,0,1.4388318181818183,1.438831818181818,1.4333201377439437,0,-0.005511680437874256,0.0719415909090909,0.0716660068871972,-0.0011076024045346725,0,0,0.35246195578296813,0.0013181325334499997,-0.0013501631269446964,-5.0493221009822975e-6,0.35111179265602344,0.0013130832113490175
5,0.245160665,0.245160665,9.15808e-4,9.15808e-4,0.20031401,0,1.8041045454545455,1.8041045454545455,1.7971936281357812,0,-0.006910917318764292,0.09020522727272728,0.08985968140678907,-0.0013843535609001235,0,0,0.4422954700931591,0.0016522133755636364,-0.0016942850856282708,-6.329073367862889e-6,0.44060118500753087,0.0016458843021957736
6,0.24864316,0.24864316,9.28597e-4,9.28597e-4,0.188760555,0,4.411490909090909,4.411490909090909,4.394591972162879,0,-0.016898936928029438,0.22057454545454547,0.21972959860814398,-0.003189852713444832,0,0,1.0968870399476363,0.0040964972237090905,-0.004201805078425932,-1.569230213455735e-5,1.0926852348692104,0.004080804921574533
7,0.248549479,0.248549479,9.28922e-4,9.28922e-4,0.196189334,0,12.700009090909091,12.70000909090909,12.651359630435216,0,-0.04864946047387422,0.6350004545454545,0.6325679815217609,-0.009544505249828708,0,0,3.156580642840718,0.011797317844745454,-0.01209179805441253,-4.519155412231219e-5,3.1444888447863053,0.011752126290623142
8,0.224341071,0.224341071,8.32704e-4,8.32704e-4,0.275060543,0,18.72375,18.72375,18.65202561547182,2843,-0.07172438452817653,0.9361875,0.9326012807735911,-0.019728548154661036,-0.019728548154661036,0,4.20050612813625,0.01559134152,-0.016090725241866954,-5.972518189415071e-5,4.184415402894383,0.015531616338105849
9,0.192682094,0.192682094,7.07436e-4,7.07436e-4,0.372377598,0,10.399881818181818,10.399881818181816,10.360043371151981,10667,-0.03983844702983448,1.247985818181818,1.2432052045382378,-0.014834945213019998,-0.014834945213019998,0,2.0038710060797995,0.007357250793927271,-0.007676155395416588,-2.8183151612997985e-5,1.996194850684383,0.007329067642314273
10,0.18013249,0.18013249,6.5651e-4,6.5651e-4,0.413347557,0,11.895231818181818,11.895231818181818,11.849665188581493,24759,-0.04556662960032426,1.427427818181818,1.4219598226297792,-0.018834855026017918,-0.018834855026017918,0,2.1427177265363184,0.007809338640954545,-0.008208030450814113,-2.991494799890888e-5,2.1345096960855043,0.007779423692955636
11,0.17131061,0.17131061,6.16092e-4,6.16092e-4,0.43917544,0,12.350722727272727,12.350722727272725,12.303411265301069,7233,-0.047311461971656164,1.482086727272727,1.476409351836128,-0.020778032128445364,-0.020778032128445364,0,2.115809844349954,0.007609181466490908,-0.00810495541035622,-2.914821322904159e-5,2.107704888939598,0.007580033253261866
12,0.16937437,0.107827097,6.0683e-4,3.61922e-4,0.75,1,7.073586363636363,7.073586363636363,8.315177610113636,29088,1.2415912464772725,0.8488303636363635,0.5820624327079544,0.9311934348579544,0.9311934348579544,0,1.1980842339814999,0.004292464413045455,0.13387717976825578,4.4935918710754737e-4,1.3319614137497557,0.004741823600153002
13,0.170825507,0.107827097,6.09435e-4,3.61922e-4,0.75,1,15.9434,15.9434,16.995362025172415,30410,1.0519620251724133,4.6235859999999995,4.07888688604138,0.78897151887931,0.78897151887931,0,2.7235393883038,0.009716465979,0.11343001132858226,3.8072820007445016e-4,2.836969399632382,0.01009719417907445
14,0.17705872,0.107827097,6.34126e-4,3.61922e-4,0.75,1,27.557581818181816,27.557581818181816,29.375859574388713,21709,1.818277756206896,7.991698727272726,7.050206297853291,1.3637083171551718,1.3637083171551718,0,4.879310163022545,0.017474979128036364,0.19605961199146332,6.580747220819122e-4,5.075369775014009,0.018133053850118278
15,0.182377743,0.107827097,6.49333e-4,3.61922e-4,0.75,1,28.859772727272727,28.859772727272723,30.76397038675548,21660,1.9041976594827585,8.369334090909089,7.383352892821315,1.428148244612069,1.428148244612069,0,5.263380213492954,0.01873960280431818,0.20532410573622037,6.891710253153189e-4,5.468704319229174,0.019428773829633497
16,0.187255332,0.187255332,6.67189e-4,6.67189e-4,0.399065365,0,45.01046363636364,45.01046363636363,44.838043699030244,39583,-0.1724199373333896,13.053034454545452,13.00303267271877,-0.06880682522522624,-0.06880682522522624,0,8.428449311701199,0.030030486223081816,-0.03228655260878306,-1.1503668556952686e-4,8.396162759092416,0.02991544953751229
17,0.193554542,0.441505815,6.89127e-4,0.001013884,0.382736028,0,74.94548636363636,74.94548636363636,74.6583954292564,23362,-0.2870909343799541,21.734191045454544,21.650934674484354,-0.10988004389939227,-0.10988004389939227,0,14.506039288080881,0.05164695818131364,-0.12675231696253317,-2.910769049128854e-4,14.379286971118349,0.051355881276400756
18,0.206690761,0.441505815,7.39891e-4,0.001013884,0.338690398,0,41.89656818181818,41.89656818181818,41.7360765299491,21054,-0.16049165186908046,12.150004772727272,12.103462193685239,-0.054356981447216304,-0.054356981447216304,0,8.659633560788386,0.030998893728613638,-0.07085799755915465,-1.6271991796363078e-4,8.58877556322923,0.030836173810650007
19,0.233105318,0.441505815,8.40696e-4,0.001013884,0.248604538,0,43.73386818181818,43.73386818181818,43.56633845201633,7609,-0.1675297298018461,5.248064181818181,5.22796061424196,-0.04164865107865279,-0.04164865107865279,0,10.194597249892809,0.03676688804498182,-0.07396534989289386,-1.6985571257041495e-4,10.120631899999914,0.036597032332411406
20,0.256652121,0.441505815,9.29912e-4,0.001013884,0.181879789,0,37.27291363636364,37.27291363636364,37.13013364890706,1959,-0.14277998745657514,4.472749636363637,4.455616037868848,-0.02596879399202453,-0.02596879399202453,0,9.56617234062255,0.03466052966541818,-0.06303819472770499,-1.4476234480242223e-4,9.503134145894846,0.03451576732061576
21,0.258196825,0.035723352,9.4027e-4,0.001013884,0.175433241,0,14.392795454545455,14.392795454545455,14.33766149924178,319,-0.055133955303676256,1.7271354545454545,1.7205193799090135,-0.009672328468073064,-0.009672328468073064,0,3.7161740892380686,0.013533113782045456,-0.001969569692465494,-5.58994351391125e-5,3.714204519545603,0.013477214346906343
22,0.256173397,0.256173397,9.38902e-4,9.38902e-4,0.180771531,0,13.846931818181819,13.846931818181819,13.793888882751538,0,-0.05304293543028059,1.6616318181818182,1.6552666659301845,-0.009588652646465967,0,0,3.547215561891023,0.013000911977954546,-0.013588188956026636,-4.9802118161361306e-5,3.5336273729349963,0.012951109859793185
23,0.252616496,0.252616496,9.29203e-4,9.29203e-4,0.187693346,0,8.85593181818182,8.85593181818182,8.822007723965513,0,-0.033924094216307404,1.0627118181818183,1.0586409268758614,-0.006367326753477985,0,0,2.2371544647240005,0.00822895841325,-0.008569785810897443,-3.152237011807549e-5,2.228584678913103,0.008197436043131924
24,0.248270398,0.248270398,9.15271e-4,9.15271e-4,0.200293835,0,4.333454545454545,4.333454545454545,4.316854539571453,0,-0.01660000588309267,0.21667272727272727,0.21584272697857265,-0.0033248788393471923,0,0,1.0758684847149091,0.003966285275272727,-0.004121290067397759,-1.5193503984624111e-5,1.0717471946475114,0.003951091771288103
