Hr,CO2Baseline,CO2Marginal,NOXBaseline,NOXMarginal,PercSolar,I01,Xi,X0,Xf,curt,Xdelta,Pbase,Pnew,Xcurtpot,Xcurt,Xextra,CO2X0,NOXX0,CO2Xdelta,NOXXdelta,CO2Xf,NOXXf
1,0.238171486,0.238171486,8.89587e-4,8.89587e-4,0.218523589,0,18.110632258064516,18.110632258064516,18.00128800132957,0,-0.10934425673494602,0.9055316129032258,0.9000644000664786,-0.023894299418257825,0,0,4.313436197302761,0.016110983018554837,-0.026042684112127602,-9.727122931607042e-5,4.287393513190634,0.016013711789238768
2,0.237433588,0.237433588,8.87268e-4,8.87268e-4,0.21826356,0,15.897174193548388,15.897174193548388,15.801193850531623,0,-0.09598034301676461,0.7948587096774195,0.7900596925265813,-0.020949011356860184,0,0,3.7745231078352,0.01410505395236129,-0.022788957219941168,-8.51602869877987e-5,3.751734150615259,0.014019893665373491
3,0.238801134,0.238801134,8.94191e-4,8.94191e-4,0.216857693,0,13.158977419354839,13.158977419354839,13.079529138101677,0,-0.0794482812531618,0.657948870967742,0.6539764569050839,-0.01722897098537582,0,0,3.142378730022329,0.011766639177590323,-0.01897233965760598,-7.104193806204601e-5,3.1234063903647233,0.011695597239528278
4,0.244963971,0.244963971,9.16113e-4,9.16113e-4,0.200955483,0,12.049903225806451,12.049903225806451,11.977151060493883,0,-0.07275216531256799,0.6024951612903227,0.5988575530246941,-0.014619946519682946,0,0,2.951792144359258,0.011039072993903226,-0.017821659313815113,-6.66492044209926e-5,2.933970485045443,0.010972423789482233
5,0.245160665,0.245160665,9.15808e-4,9.15808e-4,0.20031401,0,17.391432258064516,17.391432258064516,17.28643022352939,0,-0.10500203453512447,0.8695716129032258,0.8643215111764695,-0.021033378595889267,0,0,4.263695097689548,0.01592721279339355,-0.025742368612984082,-9.616170324354328e-5,4.237952729076564,0.015831051090150004
6,0.24864316,0.24864316,9.28597e-4,9.28597e-4,0.188760555,0,15.632377419354839,15.632377419354837,15.537995806081321,0,-0.09438161327351607,0.7816188709677419,0.7768997903040661,-0.01781552570330426,0,0,3.8868837198610318,0.014516178774480644,-0.02346734257022498,-8.76424829409472e-5,3.8634163772908066,0.014428536291539697
7,0.248549479,0.248549479,9.28922e-4,9.28922e-4,0.196189334,0,35.71377419354839,35.71377419354839,17.74907484486746,0,-17.964699348680927,1.7856887096774194,0.8874537422433731,-3.524482400727945,0,0,8.876639968930096,0.033175310551419354,-4.465116663506284,-0.016687804448375382,4.411523305423812,0.01648750610304397
8,0.224341071,0.224341071,8.32704e-4,8.32704e-4,0.275060543,0,89.28265806451613,89.28265806451613,44.37180376814042,2843,-44.91085429637571,4.464132903225806,2.218590188407021,-12.353203969354986,-12.353203969354986,0,20.029767131920334,0.07434602650095483,-10.075349152373878,-0.037397448016009235,9.954417979546456,0.03694857848494559
9,0.192682094,0.192682094,7.07436e-4,7.07436e-4,0.372377598,0,63.17382903225806,63.17382903225806,31.396206227147104,10667,-31.77762280511096,7.5808594838709675,3.767544747257652,-11.83327485031724,-11.83327485031724,0,12.172465663933476,0.044691440915264516,-6.1229789044309335,-0.022480634366756475,6.0494867595025426,0.02221080654850804
10,0.18013249,0.18013249,6.5651e-4,6.5651e-4,0.413347557,0,78.99427741935484,78.99427741935484,39.25867186799973,24759,-39.735605551355114,9.479313290322581,4.711040624159968,-16.424615480568274,-16.424615480568274,0,14.229435887299163,0.05186053306858065,-7.1576735696234195,-0.026086822400520147,7.071762317675743,0.0257737106680605
