Hr,Xf_mean,P0_mean,Xi_mean,X0_mean,P1_mean,X1_mean,Xint_effect_mean,Curt_mean,I01_mean,Xf_min,P0_min,Xi_min,X0_min,P1_min,X1_min,Xint_effect_min,Curt_min,I01_min,Xf_max,P0_max,Xi_max,X0_max,P1_max,X1_max,Xint_effect_max,Curt_max,I01_max
1,9.042175526446005,0.05,8.431818181818182,8.431818181818182,0.05,9.042175526446005,0.6103573446278231,0,0,6.840283525596602,0.05,8.431818181818182,8.431818181818182,0.05,6.840283525596602,-1.5915346562215795,0,0,10.30973135263533,0.05,8.431818181818182,8.431818181818182,0.05,10.30973135263533,1.8779131708171484,0,0
2,5.263521054022458,0.05,4.908227272727273,4.908227272727273,0.05,5.263521054022458,0.3552937812951859,0,0,3.9817825087732976,0.05,4.908227272727273,4.908227272727273,0.05,3.9817825087732976,-0.9264447639539752,0,0,6.001375208565583,0.05,4.908227272727273,4.908227272727273,0.05,6.001375208565583,1.09314793583831,0,0
3,3.8794101425753733,0.05,3.6175454545454544,3.6175454545454544,0.05,3.8794101425753733,0.26186468802991886,0,0,2.934721318965667,0.05,3.6175454545454544,3.6175454545454544,0.05,2.934721318965667,-0.6828241355797875,0,0,4.423236007713398,0.05,3.6175454545454544,3.6175454545454544,0.05,4.423236007713398,0.8056905531679437,0,0
4,3.0294456430894487,0.05,2.8249545454545455,2.8249545454545455,0.05,3.0294456430894487,0.20449109763490342,0,0,2.291734667559586,0.05,2.8249545454545455,2.8249545454545455,0.05,2.291734667559586,-0.5332198778949593,0,0,3.4541212605656773,0.05,2.8249545454545455,2.8249545454545455,0.05,3.4541212605656773,0.6291667151111318,0,0
5,3.56778411486341,0.05,3.3269545454545453,3.3269545454545457,0.05,3.56778411486341,0.24082956940886405,0,0,2.6989804425282595,0.05,3.3269545454545453,3.3269545454545457,0.05,2.6989804425282595,-0.6279741029262862,0,0,4.067925427996969,0.05,3.3269545454545453,3.3269545454545457,0.05,4.067925427996969,0.7409708825424235,0,0
6,0.7471127994276977,0.05,0.6966818181818182,0.6966818181818182,0.05,0.7471127994276977,0.050430981245879504,0,0,0.565180730980157,0.05,0.6966818181818182,0.6966818181818182,0.05,0.565180730980157,-0.1315010872016612,0,0,0.8518450266406561,0.05,0.6966818181818182,0.6966818181818182,0.05,0.8518450266406561,0.1551632084588379,0,0
7,0.3044117852434248,0.05,0.2838636363636364,0.2838636363636364,0.05,0.3044117852434248,0.020548148879788446,0,0,0.23028339955445165,0.05,0.2838636363636364,0.2838636363636364,0.05,0.23028339955445165,-0.05358023680918472,0,0,0.34708502586095763,0.05,0.2838636363636364,0.2838636363636364,0.05,0.34708502586095763,0.06322138949732126,0,0
8,0.3569100226665103,0.05,0.33281818181818185,0.33281818181818185,0.05,0.3569100226665103,0.02409184084832842,2843,0,0.2699976063310961,0.05,0.33281818181818185,0.33281818181818185,0.05,0.2699976063310961,-0.06282057548708575,2843,0,0.4069426035794927,0.05,0.33281818181818185,0.33281818181818185,0.05,0.4069426035794927,0.07412442176131084,2843,0
9,1.2021950135241932,0.12,1.1210454545454545,1.1210454545454547,0.12,1.2021950135241932,0.08114955897873859,10667,0,0.9094442727320162,0.12,1.1210454545454545,1.1210454545454547,0.12,0.9094442727320162,-0.21160118181343845,10667,0,1.3707218563344754,0.12,1.1210454545454545,1.1210454545454547,0.12,1.3707218563344754,0.24967640178902073,10667,0
10,1.4927632524090697,0.12,1.392,1.392,0.12,1.4927632524090697,0.10076325240906985,24759,0,1.1292552166462013,0.12,1.392,1.392,0.12,1.1292552166462013,-0.2627447833537986,24759,0,1.7020227112835813,0.12,1.392,1.392,0.12,1.7020227112835813,0.3100227112835814,24759,0
11,2.8493333057836914,0.12,2.657,2.657,0.12,2.8493333057836914,0.19233330578369154,7233,0,2.1554821197047103,0.12,2.657,2.657,0.12,2.1554821197047103,-0.5015178802952898,7233,0,3.248760304511836,0.12,2.657,2.657,0.12,3.248760304511836,0.591760304511836,7233,0
12,3.178653725496195,0.12,2.9640909090909093,2.9640909090909098,0.12,3.178653725496195,0.214562816405285,29088,0,2.4046085644428814,0.12,2.9640909090909093,2.9640909090909098,0.12,2.4046085644428814,-0.5594823446480284,29088,0,3.6242457224008087,0.12,2.9640909090909093,2.9640909090909098,0.12,3.6242457224008087,0.6601548133098989,29088,0
13,5.597569727244746,0.29,5.2197272727272725,5.2197272727272725,0.29,5.597569727244746,0.3778424545174741,30410,0,4.234485813360433,0.29,5.2197272727272725,5.2197272727272725,0.29,4.234485813360433,-0.9852414593668399,30410,0,6.382251698913884,0.29,5.2197272727272725,5.2197272727272725,0.29,6.382251698913884,1.1625244261866117,30410,0
14,4.584992302927427,0.29,4.2755,4.2755,0.29,4.584992302927427,0.30949230292742685,21709,0,3.468484683025024,0.29,4.2755,4.2755,0.29,3.468484683025024,-0.8070153169749759,21709,0,5.2277285216185,0.29,4.2755,4.2755,0.29,5.2277285216185,0.9522285216185002,21709,0
15,3.364274234416444,0.29,3.1371818181818183,3.1371818181818183,0.29,3.364274234416444,0.22709241623462587,21660,0,2.545027969647581,0.29,3.1371818181818183,3.1371818181818183,0.29,2.545027969647581,-0.5921538485342372,21660,0,3.835886999979435,0.29,3.1371818181818183,3.1371818181818183,0.29,3.835886999979435,0.6987051817976169,21660,0
16,6.158818293344474,0.29,5.74309090909091,5.74309090909091,0.29,6.158818293344474,0.41572738425356454,39583,0,4.659062764916871,0.29,5.74309090909091,5.74309090909091,0.29,4.659062764916871,-1.084028144174039,39583,0,7.022177557642959,0.29,5.74309090909091,5.74309090909091,0.29,7.022177557642959,1.279086648552049,39583,0
17,7.902194845297806,0.29,9.106045454545455,9.106045454545455,0.39,7.902194845297806,-1.2038506092476493,23362,1,7.755838714733542,0.29,9.106045454545455,9.106045454545455,0.39,7.755838714733542,-1.350206739811913,23362,1,8.007039968652037,0.29,9.106045454545455,9.106045454545455,0.39,8.007039968652037,-1.099005485893418,23362,1
18,6.389349338557994,0.29,7.362727272727273,7.362727272727274,0.39,6.389349338557994,-0.9733779341692795,21054,1,6.271012539184953,0.29,7.362727272727273,7.362727272727274,0.39,6.271012539184953,-1.0917147335423207,21054,1,6.474122257053293,0.29,7.362727272727273,7.362727272727274,0.39,6.474122257053293,-0.8886050156739813,21054,1
19,9.075319772727273,0.12,13.99090909090909,13.99090909090909,0.22,9.075319772727273,-4.9155893181818175,7609,1,8.744318181818182,0.12,13.99090909090909,13.99090909090909,0.22,8.744318181818182,-5.246590909090909,7609,1,9.327272727272726,0.12,13.99090909090909,13.99090909090909,0.22,9.327272727272726,-4.663636363636364,7609,1
20,10.81738018030303,0.12,16.676545454545455,16.676545454545455,0.22,10.81738018030303,-5.859165274242424,1959,1,10.422840909090908,0.12,16.676545454545455,16.676545454545455,0.22,10.422840909090908,-6.253704545454546,1959,1,11.117696969696969,0.12,16.676545454545455,16.676545454545455,0.22,11.117696969696969,-5.558848484848486,1959,1
21,5.408808028030303,0.12,8.338454545454546,8.338454545454546,0.22,5.408808028030303,-2.9296465174242425,319,1,5.211534090909091,0.12,8.338454545454546,8.338454545454546,0.22,5.211534090909091,-3.1269204545454548,319,1,5.558969696969697,0.12,8.338454545454546,8.338454545454546,0.22,5.558969696969697,-2.7794848484848487,319,1
22,10.446125604681573,0.12,9.741,9.741,0.12,10.446125604681573,0.7051256046815728,0,0,7.902352776832362,0.12,9.741,9.741,0.12,7.902352776832362,-1.838647223167638,0,0,11.910490826590062,0.12,9.741,9.741,0.12,11.910490826590062,2.169490826590062,0,0
23,10.730990692425781,0.12,10.006636363636364,10.006636363636364,0.12,10.730990692425781,0.7243543287894167,0,0,8.117849364021508,0.12,10.006636363636364,10.006636363636364,0.12,8.117849364021508,-1.8887869996148563,0,0,12.235289047748019,0.12,10.006636363636364,10.006636363636364,0.12,12.235289047748019,2.2286526841116547,0,0
24,6.391623847599493,0.05,5.960181818181818,5.960181818181818,0.05,6.391623847599493,0.4314420294176749,0,0,4.835177018923606,0.05,5.960181818181818,5.960181818181818,0.05,4.835177018923606,-1.1250047992582122,0,0,7.287618403681698,0.05,5.960181818181818,5.960181818181818,0.05,7.287618403681698,1.3274365854998802,0,0
