Hr,Xf_mean,P0_mean,Xi_mean,X0_mean,P1_mean,X1_mean,Xint_effect_mean,Curt_mean,I01_mean,Xf_min,P0_min,Xi_min,X0_min,P1_min,X1_min,Xint_effect_min,Curt_min,I01_min,Xf_max,P0_max,Xi_max,X0_max,P1_max,X1_max,Xint_effect_max,Curt_max,I01_max
1,3.1715637144512967,0.05,2.9327681818181817,2.9327681818181817,0.05,3.1715637144512967,0.23879553263311518,0,0,2.4640499451869293,0.05,2.9327681818181817,2.9327681818181817,0.05,2.4640499451869293,-0.46871823663125234,0,0,3.604615324080261,0.05,2.9327681818181817,2.9327681818181817,0.05,3.604615324080261,0.6718471422620795,0,0
2,2.097449897167446,0.05,1.9395272727272728,1.9395272727272728,0.05,2.097449897167446,0.15792262444017316,0,0,1.6295498906733819,0.05,1.9395272727272728,1.9395272727272728,0.05,1.6295498906733819,-0.3099773820538909,0,0,2.3838398725432395,0.05,1.9395272727272728,1.9395272727272728,0.05,2.3838398725432395,0.4443125998159667,0,0
3,1.8546654607747977,0.05,1.7150227272727272,1.715022727272727,0.05,1.8546654607747977,0.13964273350207065,0,0,1.4409259086106272,0.05,1.7150227272727272,1.715022727272727,0.05,1.4409259086106272,-0.2740968186620998,0,0,2.1079051669336644,0.05,1.7150227272727272,1.715022727272727,0.05,2.1079051669336644,0.3928824396609374,0,0
4,1.5559861887598543,0.05,1.4388318181818183,1.438831818181818,0.05,1.5559861887598543,0.11715437057803622,0,0,1.2088761343987857,0.05,1.4388318181818183,1.438831818181818,0.05,1.2088761343987857,-0.22995568378303233,0,0,1.7684436338153033,0.05,1.4388318181818183,1.438831818181818,0.05,1.7684436338153033,0.3296118156334853,0,0
5,1.951000610587985,0.05,1.8041045454545455,1.8041045454545455,0.05,1.951000610587985,0.14689606513343942,0,0,1.5157705726276722,0.05,1.8041045454545455,1.8041045454545455,0.05,1.5157705726276722,-0.28833397282687323,0,0,2.2173941094644185,0.05,1.8041045454545455,1.8041045454545455,0.05,2.2173941094644185,0.41328956400987304,0,0
6,4.770688859980236,0.05,4.411490909090909,4.411490909090909,0.05,4.770688859980236,0.35919795088932727,0,0,3.7064415797088697,0.05,4.411490909090909,4.411490909090909,0.05,3.7064415797088697,-0.7050493293820392,0,0,5.422088193513989,0.05,4.411490909090909,4.411490909090909,0.05,5.422088193513989,1.0105972844230804,0,0
7,13.734085174423097,0.05,12.700009090909091,12.70000909090909,0.05,13.734085174423097,1.0340760835140073,0,0,10.670279668994342,0.05,12.700009090909091,12.70000909090909,0.05,10.670279668994342,-2.029729421914748,0,0,15.609364445801123,0.05,12.700009090909091,12.70000909090909,0.05,15.609364445801123,2.9093553548920337,0,0
8,20.24829867788677,0.05,18.72375,18.72375,0.05,20.24829867788677,1.5245486778867685,2843,0,15.731299680355711,0.05,18.72375,18.72375,0.05,15.731299680355711,-2.9924503196442878,2843,0,23.013041600992103,0.05,18.72375,18.72375,0.05,23.013041600992103,4.2892916009921045,2843,0
9,11.246674051366286,0.12,10.399881818181818,10.399881818181816,0.12,11.246674051366286,0.8467922331844705,10667,0,8.737761266952443,0.12,10.399881818181818,10.399881818181816,0.12,8.737761266952443,-1.662120551229373,10667,0,12.782317266958785,0.12,10.399881818181818,10.399881818181816,0.12,12.782317266958785,2.3824354487769686,10667,0
10,12.863780316296015,0.12,11.895231818181818,11.895231818181818,0.12,12.863780316296015,0.9685484981141976,24759,0,9.994122785185699,0.12,11.895231818181818,11.895231818181818,0.12,9.994122785185699,-1.9011090329961196,24759,0,14.620226433554341,0.12,11.895231818181818,11.895231818181818,0.12,14.620226433554341,2.7249946153725233,24759,0
