Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost,PropDemandChange,PropCO2Change,PropNOXChange,PropCustCostChange
intervention hours,20146.340607306647,17992.368735825417,-2153.9718714812275,4024.5402506902446,3670.161231076661,-354.37901961358375,2987.6001307411634,2260.2101303850545,-727.3900003561089,12.695044191226287,9.69384183475076,-3.001202356475528,0,-65.81636767750832,-36.36950001780544,"NA","NA","NA",-0.1069162838783748,-0.24346966411989615,-0.23640739734877791,-0.0880545348137106
peak period,9342.185614535561,3413.213577998349,-5928.972036537212,1993.8095209615235,1774.8710605591418,-218.93846040238168,1377.7773070468402,460.91396321461525,-916.8633438322249,5.824663905172109,1.9008346589619995,-3.923829246210109,-0.686670118086769,-86.0495753693877,-45.84316719161125,"NA","NA","NA",-0.6346450692771818,-0.6654655575634724,-0.6736576238718046,-0.10980911571572677
other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA",NaN,NaN,NaN,NaN
Total,20146.340607306647,17992.368735825417,-2153.9718714812275,4024.5402506902446,3670.161231076661,-354.37901961358375,2987.6001307411634,2260.2101303850545,-727.3900003561089,12.695044191226287,9.69384183475076,-3.001202356475528,0,-65.81636767750832,-36.36950001780544,0.00448707288930135,0,-163.052376419655,-0.1069162838783748,-0.24346966411989615,-0.23640739734877791,-0.0880545348137106
