Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost,PropDemandChange,PropCO2Change,PropNOXChange,PropCustCostChange
intervention hours,6972.195758441559,5327.433742026271,-1644.762016415287,595.8326528311688,570.8086478886506,-25.024004942518218,1086.2770355018508,773.5563597884203,-312.72067571343064,4.820825731740909,3.466197333069852,-1.3546283986710568,0,-29.707000782856273,-15.636033785671533,"NA","NA","NA",-0.23590301727026208,-0.2878829851806232,-0.28099509794598404,-0.041998377939869054
peak period,2099.551696103896,3.978630282372057,-2095.573065821524,200.26215924675324,1.5516658101251024,-198.71049343662813,318.52605761951475,0,-318.52605761951475,1.3815880667636442,0,-1.3815880667636442,-0.24177791168363771,-30.298226304126718,-15.926302880975738,"NA","NA","NA",-0.9981050096124067,-1,-1,-0.9922518272250663
other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA",NaN,NaN,NaN,NaN
Total,6972.195758441559,5327.433742026271,-1644.762016415287,595.8326528311688,570.8086478886506,-25.024004942518218,1086.2770355018508,773.5563597884203,-312.72067571343064,4.820825731740909,3.466197333069852,-1.3546283986710568,0,-29.707000782856273,-15.636033785671533,-6.98256151841252e-05,0,14.3632832612407,-0.23590301727026208,-0.2878829851806232,-0.28099509794598404,-0.041998377939869054
