Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost
intervention hours,1251.2633213544843,2291.975697409521,1040.7123760550369,131.71673295240998,126.9691606757172,-4.747572276692779,218.31243736566677,330.5294316876537,112.21699432198695,0.7803391712919796,1.1569958758585708,0.37665670456659106,0,8.260081531145342,5.610849716099348,"NA","NA","NA"
peak period,457.7421103416718,856.9215412783467,399.1794309366749,46.70125548962782,89.0488083817036,42.347552892075775,99.30396426309579,268.82669621407865,169.52273195098286,0.3565345258311397,0.7612561639869395,0.40472163815579976,0.07082628667726495,8.875545524756689,8.476136597549143,"NA","NA","NA"
other,2536.166402410006,3830.5011617233904,1294.3347593133842,215.4685370637584,342.7216743700443,127.25313730628591,492.0995152182786,716.6811686505081,224.58165343222942,1.7972634501288787,2.6060338502906704,0.8087704001617916,0,17.73633487554809,11.229082671611472,"NA","NA","NA"
Total,4245.171834106162,6979.398400411258,2734.226566305096,393.8865255057962,558.739643427465,164.8531179216688,809.7159168470412,1316.0372965522404,506.3213797051992,2.934137147251998,4.524285890136181,1.5901487428841825,0,34.87196193145012,25.31606898525996,0.00387467703670272,0,-220.785103300728
