Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost
intervention hours,28.639255299539172,32.51977871179618,3.880523412257006,4.8640428571428576,3.789848847820329,-1.0741940093225284,6.71624754856876,8.094440752771906,1.3781932042031462,0.024241139950261753,0.028175540549574538,0.003934400599312783,0,0.08628140514292933,0.0689096602101573,"NA","NA","NA"
peak period,28.639255299539172,32.51977871179618,3.880523412257006,4.8640428571428576,3.789848847820329,-1.0741940093225284,6.71624754856876,8.094440752771906,1.3781932042031462,0.024241139950261753,0.028175540549574538,0.003934400599312783,6.885201048797369e-4,0.08628140514292933,0.0689096602101573,"NA","NA","NA"
other,52.94982304147466,52.94982304147466,0,6.8310950967741935,6.8310950967741935,0,11.843555816457748,11.843555816457748,0,0.04349727433042028,0.04349727433042028,0,0,0,0,"NA","NA","NA"
Total,81.58907834101383,85.46960175327084,3.880523412257006,11.695137953917051,10.620943944594522,-1.0741940093225288,18.559803365026507,19.937996569229654,1.3781932042031462,0.06773841428068203,0.07167281487999481,0.003934400599312783,0,0.08628140514292933,0.0689096602101573,3.58410481477448e-06,0,-0.130240096785479
