Hr,P0,Period,I01,Xi,X0,P1,P1p,P1pC,X1p,X1,Tp,Xt,Xint_effect,MT,Curt,Xf,Event_Usage
1,0.06,SOP,0,9.23304347826087,0,0.06,0,0,-0.29315902948732825,0,0,0,0,0,0,0,0
2,0.06,SOP,0,4.915652173913044,0,0.06,0,0,-0.29803910119134885,0,0,0,0,0,0,0,0
3,0.06,SOP,0,3.4456521739130435,0,0.06,0,0,-0.3025971302643322,0,0,0,0,0,0,0,0
4,0.06,SOP,0,2.45,0,0.06,0,0,-0.3079449670679142,0,0,0,0,0,0,0,0
5,0.06,SOP,0,2.079217391304348,0,0.06,0,0,-0.31545314994818996,0,0,0,0,0,0,0,0
6,0.06,SOP,0,0.9569565217391305,0,0.06,0,0,-0.327625122331799,0,0,0,0,0,0,0,0
7,0.06,SOP,0,0.8205217391304348,0,0.06,0,0,-0.3504051621615875,0,0,0,0,0,0,0,0
8,0.06,SOP,0,1.5867826086956522,0,0.06,0,0,-0.40243004922421227,0,0,0,0,0,0,0,0
9,0.09,OP,0,1.8865217391304347,0,0.09,0,0,0.7219726502628449,0,0,0,0,0,2478,0,0
10,0.09,OP,0,2.9278260869565216,0,0.09,0,0,0.7437022528964587,0,0,0,0,0,19243,0,0
11,0.09,OP,0,5.087782608695652,0,0.09,0,0,0.7637860591756667,0,0,0,0,0,96604,0,0
12,0.09,OP,1,4.788652173913044,0,0.039999999999999994,-0.5555555555555556,-0.5555555555555556,0.7813183378180719,0,0,0,0,0,115965,0,0
13,0.11,P,1,6.827565217391304,0,0.06,-0.4545454545454546,-0.4545454545454546,0.8928339571868322,0,0,0,0,0,102532,0,0
14,0.11,P,1,4.871608695652174,0,0.06,-0.4545454545454546,-0.4545454545454546,0.8113027828324596,0,0,0,0,0,49401,0,0
15,0.11,P,1,2.948086956521739,0,0.06,-0.4545454545454546,-0.4545454545454546,0.8454714638049575,0,0,0,0,0,34274,0,0
16,0.11,P,0,5.206869565217391,0,0.11,0,0,0.9966916341571861,0,0,0,0,0,30575,0,0
17,0.11,P,0,11.670434782608696,0,0.11,0,0,1.1308502941696483,0,0,0,0,0,29585,0,0
18,0.11,P,0,7.6003043478260865,0,0.11,0,0,1.2497278198152904,0,0,0,0,0,14459,0,0
19,0.09,OP,0,11.385304347826088,0,0.09,0,0,0.4237707574004314,0,0,0,0,0,834,0,0
20,0.09,OP,0,14.274478260869564,0,0.09,0,0,0.3777408884111052,0,0,0,0,0,10,0,0
21,0.09,OP,0,9.466695652173913,0,0.09,0,0,0.5589215539101255,0,0,0,0,0,0,0,0
22,0.09,OP,0,10.916304347826086,0,0.09,0,0,0.5255510447720679,0,0,0,0,0,0,0,0
23,0.09,OP,0,12.629434782608696,0,0.09,0,0,0.48066511397969447,0,0,0,0,0,0,0,0
24,0.06,SOP,0,7.944913043478261,0,0.06,0,0,-0.2864064821932916,0,0,0,0,0,0,0,0
