Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost,PropDemandChange,PropCO2Change,PropNOXChange,PropCustCostChange
intervention hours,110.93513913043479,80.934,-30.00113913043479,11.919967304347827,4.6569199999999995,-7.263047304347827,19.580580595298393,16.345644856170505,-3.234935739127888,0.06993906611104349,0.05908099383467826,-0.010858072276365219,0,-0.23811752502068925,-0.1617467869563944,"NA","NA","NA",-0.2704385586532703,-0.16521143095749913,-0.15525046129620412,-0.60931772033457
peak period (17-21),183.5721695652174,167.90800000000002,-15.66416956521739,18.706168304347827,17.37188,-1.334288304347826,39.851453219403446,33.20869463846769,-6.642758580935752,0.14308408175633044,0.12720243086086955,-0.01588165089546087,-0.002779288906705652,-0.3482846041374569,-0.33213792904678763,"NA","NA","NA",-0.08532976214377859,-0.1666879886252537,-0.11099523231736587,-0.07132878752286756
other,263.03181739130434,243.186,-19.845817391304358,21.17058260869565,20.66066,-0.5099226086956499,59.626664648346235,56.742438693874,-2.8842259544722313,0.21925455252725654,0.208333381846,-0.010921170681256533,0,-0.23950127303995578,-0.14421129772361158,"NA","NA","NA",-0.07545025384431096,-0.048371411875579834,-0.049810462566786944,-0.024086375803668396
Total,557.5391260869566,492.028,-65.51112608695654,51.7967182173913,42.68946,-9.107258217391305,119.05869846304807,106.2967781885122,-12.761920274535871,0.4322777003946304,0.3946168065415478,-0.03766089385308262,0,-0.8259034021981019,-0.6380960137267936,-6.69643833554894e-05,0,4.98174833534828,-0.11750050000390304,-0.1071901544303943,-0.08712199083760655,-0.17582693519631995
