Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost,PropDemandChange,PropCO2Change,PropNOXChange,PropCustCostChange
intervention hours,1574.1699849298352,1610.2709,36.10091507016483,165.70814790787063,87.58345399999999,-78.12469390787064,274.6511308793872,278.54378775044665,3.8926568710594247,0.9817170219479744,0.9947827373319985,0.013065715384024198,0,0.2865311383716507,0.19463284355297125,"NA","NA","NA",0.022933301622933652,0.014173096096840327,0.013309044349764376,-0.4714595805591039
peak period (17-21),575.8691065588773,447.872,-127.99710655887736,58.753192390176935,45.793586000000005,-12.95960639017693,124.93079375034633,65.04482390836004,-59.88596984198628,0.4485434357230467,0.3187692173367059,-0.12977421838634082,-0.022710488217609643,-2.845948609212454,-2.9942984920993143,"NA","NA","NA",-0.22226770823621328,-0.4793531526075033,-0.28932363746923706,-0.22057705910025874
other,3190.660957870653,3039.324,-151.33695787065272,271.07332082214765,250.31368999999998,-20.75963082214767,619.092938500415,608.2402148587934,-10.852723641621608,2.261073372742783,2.2299040026227,-0.031169370120082984,0,-0.6835442867334198,-0.5426361820810804,"NA","NA","NA",-0.04743122502481438,-0.017530039460487777,-0.013785209492018008,-0.0765830837176638
Total,5340.700049359365,5097.4669,-243.23314935936526,495.5346611201952,383.69073,-111.84393112019524,1018.6748631301485,951.8288265176001,-66.84603661254847,3.691333830413804,3.5434559572914046,-0.1478778731223996,0,-3.2429617575742236,-3.3423018306274237,-0.000383990844790961,0,21.8803935219984,-0.04554330838867124,-0.06562058123938222,-0.04006082351696223,-0.2257035478958489
