Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost
intervention hours,239.90339623931624,336.28035634206964,96.37696010275342,60.9331507042735,68.79659992228619,7.86344921801269,41.89877288190559,52.29082070747032,10.392047825564722,0.14974355307100445,0.18462449522531316,0.034880942154308724,0,0.7649390614439903,0.5196023912782362,"NA","NA","NA"
peak period,178.4770194871795,242.07372172149368,63.59670223431418,36.258029678632475,52.12151491608286,15.863485237450384,39.83485663536018,66.26492956081813,26.430072925457957,0.14329772142402633,0.20777740027216174,0.06447967884813541,0.011283943798423696,1.4140393571396095,1.321503646272898,"NA","NA","NA"
other,567.1404745299145,658.7182568983616,91.57778236844709,62.05695707350427,79.7784035127192,17.721446439214922,116.5809063707003,131.83881352516005,15.25790715445975,0.42779069842604617,0.48227176905951386,0.05448107063346767,0,1.1947698789919459,0.7628953577229876,"NA","NA","NA"
Total,985.5208902564103,1237.072334961925,251.55144470551468,159.24813745641026,200.69651835108823,41.44838089467797,198.3145358879661,250.3945637934485,52.080027905482424,0.7208319729210769,0.8746736645569887,0.1538416916359118,0,3.3737482975755455,2.6040013952741212,0.000226712101888663,0,-20.5405585197116
