Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost,PropDemandChange,PropCO2Change,PropNOXChange,PropCustCostChange
intervention hours,36.45479090909091,18.41,-18.04479090909091,6.214372090909091,3.3437799999999998,-2.870592090909091,8.52886836153291,2.2928760012157388,-6.23599236031717,0.03077600897230779,0.012480684186235063,-0.01829532478607273,0,-0.40121647255857495,-0.31179961801585854,"NA","NA","NA",-0.4949909314825062,-0.7311629275980951,-0.5944670994388791,-0.461927938803091
peak period (17-21),36.45479090909091,18.41,-18.04479090909091,6.214372090909091,3.3437799999999998,-2.870592090909091,8.52886836153291,2.2928760012157388,-6.23599236031717,0.03077600897230779,0.012480684186235063,-0.01829532478607273,-0.0032016818375627276,-0.40121647255857495,-0.31179961801585854,"NA","NA","NA",-0.4949909314825062,-0.7311629275980951,-0.5944670994388791,-0.461927938803091
other,50.36363766233766,31.276,-19.087637662337663,6.698822285714285,4.5632,-2.135622285714285,11.22843255453272,6.030912936023757,-5.197519618508964,0.0412133835611013,0.021940123897353246,-0.019273259663748054,0,-0.4226625844259948,-0.2598759809254482,"NA","NA","NA",-0.37899640590519845,-0.4628891515593436,-0.4676456529023951,-0.31880563397967
Total,86.81842857142857,49.686,-37.13242857142857,12.913194376623377,7.90698,-5.006214376623377,19.75730091606563,8.323788937239495,-11.433511978826134,0.0719893925334091,0.03442080808358831,-0.03756858444982078,0,-0.8238790569845696,-0.5716755989413067,-8.47591420680619e-06,0,0.307999889425475,-0.4277021501359981,-0.5786980735576581,-0.5218627790529808,-0.38768210487763394
