Hr,P0,Period,I01,Xi,X0,P1,P1p,P1pC,X1p,X1,Tp,Xt,Xint_effect,MT,Curt,Xf,Event_Usage
1,0.06,SOP,0,13.931926086956521,11.547603166034431,0.06,0,0,0,11.547603166034431,0,11.547603166034431,0,3260.3999999999996,0,11.547603166034431,9.774
2,0.06,SOP,0,12.012034782608696,9.95628386343741,0.06,0,0,0,9.95628386343741,0,9.95628386343741,0,3260.3999999999996,0,9.95628386343741,8.354
3,0.06,SOP,0,14.7411,12.218294295302012,0.06,0,0,0,12.218294295302012,0,12.218294295302012,0,3260.3999999999996,0,12.218294295302012,11.922
4,0.06,SOP,0,28.76694347826087,23.84374174204844,0.06,0,0,0,23.84374174204844,0,23.84374174204844,0,3260.3999999999996,0,23.84374174204844,31.296
5,0.06,SOP,0,119.78432608695653,99.28432397140357,0.06,0,0,0,99.28432397140357,0,99.28432397140357,0,3260.3999999999996,0,99.28432397140357,85.08
6,0.06,SOP,0,131.65546086956522,109.12382159323023,0.06,0,0,0,109.12382159323023,0,109.12382159323023,0,3260.3999999999996,0,109.12382159323023,147.39
7,0.06,SOP,0,321.27894782608695,266.2949668222936,0.06,0,0,0,266.2949668222936,0,266.2949668222936,0,3260.3999999999996,0,266.2949668222936,176.89
8,0.06,SOP,0,893.3508739130435,740.4619659614824,0.06,0,0,0,740.4619659614824,0,740.4619659614824,0,3260.3999999999996,0,740.4619659614824,442.474
9,0.09,OP,0,722.460695652174,598.8180933761307,0.09,0,0,0,598.8180933761307,0,598.8180933761307,0,3260.3999999999996,2478,598.8180933761307,754.15
10,0.09,OP,0,835.8135695652174,692.77164994164,0.09,0,0,0,692.77164994164,0,692.77164994164,0,3260.3999999999996,19243,692.77164994164,689.268
11,0.09,OP,0,751.4010304347826,622.8055520717828,0.09,0,0,0,622.8055520717828,0,622.8055520717828,0,3260.3999999999996,96604,622.8055520717828,559.894
12,0.09,OP,1,366.9755173913044,304.17098253574557,0.039999999999999994,-0.5555555555555556,-0.5555555555555556,0.22222222222222224,371.76453421035575,0,371.76453421035575,67.59355167461018,3260.3999999999996,115965,371.76453421035575,423.702
13,0.11,P,1,509.4604086956522,422.2708756638459,0.06,-0.4545454545454546,-0.4545454545454546,0.1590909090909091,489.45033315582145,0,489.45033315582145,67.17945749197554,3260.3999999999996,102532,489.45033315582145,412.964
14,0.11,P,1,522.1947739130435,432.82586965275755,0.06,-0.4545454545454546,-0.4545454545454546,0.1590909090909091,501.6845307338781,0,501.6845307338781,68.85866108112054,3260.3999999999996,49401,501.6845307338781,356.218
15,0.11,P,1,237.01102608695652,196.44873638751096,0.06,-0.4545454545454546,-0.4545454545454546,0.1590909090909091,227.70194444916044,0,227.70194444916044,31.253208061649474,3260.3999999999996,34274,227.70194444916044,263.354
16,0.11,P,0,237.55124782608695,196.8965040706157,0.11,0,0,0,196.8965040706157,0,196.8965040706157,0,3260.3999999999996,30575,196.8965040706157,186.592
17,0.11,P,0,205.63855652173913,170.44538074117304,0.11,0,0,0,170.44538074117304,0,170.44538074117304,0,3260.3999999999996,29585,170.44538074117304,144.524
18,0.11,P,0,83.07760869565217,68.85962868398016,0.11,0,0,0,68.85962868398016,0,68.85962868398016,0,3260.3999999999996,14459,68.85962868398016,90.124
19,0.09,OP,0,76.71740434782609,63.58791568427196,0.09,0,0,0,63.58791568427196,0,63.58791568427196,0,3260.3999999999996,834,63.58791568427196,70.894
20,0.09,OP,0,62.68129130434782,51.9539562153487,0.09,0,0,0,51.9539562153487,0,51.9539562153487,0,3260.3999999999996,10,51.9539562153487,52.706
21,0.09,OP,0,25.044404347826088,20.75828145608404,0.09,0,0,0,20.75828145608404,0,20.75828145608404,0,3260.3999999999996,0,20.75828145608404,25.5
22,0.09,OP,0,25.253195652173915,20.93134002042603,0.09,0,0,0,20.93134002042603,0,20.93134002042603,0,3260.3999999999996,0,20.93134002042603,19.536
23,0.09,OP,0,24.800408695652173,20.55604344908083,0.09,0,0,0,20.55604344908083,0,20.55604344908083,0,3260.3999999999996,0,20.55604344908083,15.878
24,0.06,SOP,0,12.545043478260869,10.39807295010213,0.06,0,0,0,10.39807295010213,0,10.39807295010213,0,3260.3999999999996,0,10.39807295010213,10.366
