Hr,P0,Period,I01,Xi,X0,P1,P1p,P1pC,X1p,X1,Tp,Xt,Xint_effect,MT,Curt,Xf,Event_Usage
1,0.06,SOP,0,9.788265217391304,7.901370717653221,0.06,0,0,0,7.901370717653221,0,7.901370717653221,0,442.2,0,7.901370717653221,0.716
2,0.06,SOP,0,6.997247826086957,5.6483807752750135,0.06,0,0,0,5.6483807752750135,0,5.6483807752750135,0,442.2,0,5.6483807752750135,0.716
3,0.06,SOP,0,5.143930434782609,4.152329387113673,0.06,0,0,0,4.152329387113673,0,4.152329387113673,0,442.2,0,4.152329387113673,0.716
4,0.06,SOP,0,4.617513043478261,3.7273900471451022,0.06,0,0,0,3.7273900471451022,0,3.7273900471451022,0,442.2,0,3.7273900471451022,0.704
5,0.06,SOP,0,11.510926086956522,9.291952383446832,0.06,0,0,0,9.291952383446832,0,9.291952383446832,0,442.2,0,9.291952383446832,2.66
6,0.06,SOP,0,14.063734782608696,11.35265337873232,0.06,0,0,0,11.35265337873232,0,11.35265337873232,0,442.2,0,11.35265337873232,8.23
7,0.06,SOP,0,22.951478260869564,18.527096909376638,0.06,0,0,0,18.527096909376638,0,18.527096909376638,0,442.2,0,18.527096909376638,10.606
8,0.06,SOP,0,21.388547826086956,17.265454269250917,0.06,0,0,0,17.265454269250917,0,17.265454269250917,0,442.2,0,17.265454269250917,4
9,0.09,OP,0,10.285030434782609,8.302373965426925,0.09,0,0,0,8.302373965426925,0,8.302373965426925,0,442.2,2478,8.302373965426925,1.688
10,0.09,OP,0,13.266304347826088,10.70894447354636,0.09,0,0,0,10.70894447354636,0,10.70894447354636,0,442.2,19243,10.70894447354636,3.552
11,0.09,OP,0,18.423165217391304,14.871711681508643,0.09,0,0,0,14.871711681508643,0,14.871711681508643,0,442.2,96604,14.871711681508643,17.05
12,0.09,OP,1,14.1449,11.418172289156626,0.039999999999999994,-0.5555555555555556,-0.5555555555555556,0.22222222222222224,13.955543908969211,0,13.955543908969211,2.5373716198125855,442.2,115965,13.955543908969211,7.832
13,0.11,P,1,22.815826086956523,18.417594552121532,0.06,-0.4545454545454546,-0.4545454545454546,0.1590909090909091,21.347666412686323,0,21.347666412686323,2.930071860564791,442.2,102532,21.347666412686323,35.004
14,0.11,P,1,38.35563043478261,30.96177396542693,0.06,-0.4545454545454546,-0.4545454545454546,0.1590909090909091,35.88751073265394,0,35.88751073265394,4.925736767227015,442.2,49401,35.88751073265394,45.854
15,0.11,P,1,35.61878260869565,28.752511262441068,0.06,-0.4545454545454546,-0.4545454545454546,0.1590909090909091,33.32677441782942,0,33.32677441782942,4.574263155388351,442.2,34274,33.32677441782942,53.334
16,0.11,P,0,40.01291739130435,32.29958391828182,0.11,0,0,0,32.29958391828182,0,32.29958391828182,0,442.2,30575,32.29958391828182,45.5
17,0.11,P,0,67.5696652173913,54.5441875851231,0.11,0,0,0,54.5441875851231,0,54.5441875851231,0,442.2,29585,54.5441875851231,33.51
18,0.11,P,0,41.66398695652174,33.63237501309586,0.11,0,0,0,33.63237501309586,0,33.63237501309586,0,442.2,14459,33.63237501309586,22.414
19,0.09,OP,0,39.58079130434783,31.950759245678366,0.09,0,0,0,31.950759245678366,0,31.950759245678366,0,442.2,834,31.950759245678366,10.338
20,0.09,OP,0,25.474795652173913,20.563991671031953,0.09,0,0,0,20.563991671031953,0,20.563991671031953,0,442.2,10,20.563991671031953,3.924
21,0.09,OP,0,9.282930434782608,7.493449869041383,0.09,0,0,0,7.493449869041383,0,7.493449869041383,0,442.2,0,7.493449869041383,0.928
22,0.09,OP,0,35.07800869565217,28.31598292299633,0.09,0,0,0,28.31598292299633,0,28.31598292299633,0,442.2,0,28.31598292299633,34.882
23,0.09,OP,0,35.88174782608696,28.964784389732845,0.09,0,0,0,28.964784389732845,0,28.964784389732845,0,442.2,0,28.964784389732845,33.756
24,0.06,SOP,0,13.623,10.996879518072289,0.06,0,0,0,10.996879518072289,0,10.996879518072289,0,442.2,0,10.996879518072289,11.656
