Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost
intervention hours,135.93054755244756,115.8928,-20.037747552447552,26.49558397047397,24.934814999999997,-1.5607689704739727,30.775885392921708,21.668310156035545,-9.107575236886165,0.11081812166576006,0.09050217002629433,-0.020315951639465736,0,-0.4455288194534836,-0.45537876184430826,"NA","NA","NA"
peak period (17-21),135.93054755244756,115.8928,-20.037747552447552,26.49558397047397,24.934814999999997,-1.5607689704739727,30.775885392921708,21.668310156035545,-9.107575236886165,0.11081812166576006,0.09050217002629433,-0.020315951639465736,-0.0035552915369065036,-0.4455288194534836,-0.45537876184430826,"NA","NA","NA"
other,606.3321547785548,455.249,-151.08315477855476,84.48544514607615,49.919036,-34.56640914607615,121.94113971737953,99.1055768202264,-22.83556289715312,0.4456455197535728,0.3647047627308048,-0.08094075702276797,0,-1.7750308015093015,-1.141778144857656,"NA","NA","NA"
Total,742.2627023310023,571.1418,-171.1209023310023,110.9810291165501,74.85385099999999,-36.12717811655011,152.71702511030125,120.77388697626195,-31.943138134039287,0.5564636414193329,0.45520693275709917,-0.10125670866223371,0,-2.2205596209627854,-1.5971569067019644,-0.000378876250904107,0,13.7676999244162
