Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost
intervention hours,812.1412993288591,1138.1653858303978,326.0240865015388,204.2545190738255,230.05145148510516,25.79693241127967,141.46494792704794,176.61917872658577,35.154230799537814,0.5056358437336349,0.6236311331684449,0.11799528943480993,0,2.5876366973053817,1.7577115399768908,"NA","NA","NA"
peak period,242.0841080536913,338.7978323172513,96.71372426355998,53.947428191275165,79.28788579505898,25.34045760378382,52.54997125293385,93.50059835447577,40.950627101541905,0.18868417584249564,0.28674067345373094,0.09805649761123526,0.01715988708196617,2.1503789926143893,2.0475313550770955,"NA","NA","NA"
other,2249.955166107383,2617.799796738428,367.84463063104556,233.15280469127518,297.70769517011354,64.55489047883836,454.0778619002416,513.6731081616168,59.595246261375195,1.6668577449594424,1.879975148630497,0.2131174036710545,0,4.6736646625062255,2.97976231306876,"NA","NA","NA"
Total,3304.180573489933,4094.7630148860776,790.5824413961444,491.3547519563758,607.0470324502777,115.69228049390188,648.0927810802234,783.7928852426784,135.70010416245492,2.361177764535573,2.7903469552526725,0.4291691907170997,0,9.411680352425996,6.7850052081227465,0.00190126953410238,0,-69.0888076475958
