Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost
intervention hours,66.26013472070099,121.5572829322163,55.297148211515314,7.071816295728368,6.907249790323723,-0.164566505404645,11.629571172690527,17.592102136716967,5.962530964026438,0.04155455397824184,0.061567808453249884,0.020013254475008044,0,0.4388906706369264,0.29812654820132195,"NA","NA","NA"
peak period,148.3502895947426,262.3783963385764,114.02810674383383,14.699883465498356,26.556228785676122,11.856345320177766,33.322239967785784,81.14677813651683,47.824538168731046,0.11991047202872222,0.23552174500658743,0.11561127297786522,0.020231972771126414,2.535355216404584,2.3912269084365523,"NA","NA","NA"
other,215.95132398685652,266.399337275638,50.44801328878151,17.063464370208106,23.110761178059793,6.047296807851687,48.79525911056746,58.13947189582564,9.34421278525819,0.17961625821754545,0.21275779060773742,0.03314153239019196,0,0.7267938053169097,0.4672106392629095,"NA","NA","NA"
Total,430.5617483023001,650.3350165464308,219.77326824413063,38.83516413143483,56.57423975405964,17.73907562262481,93.74707025104377,156.87835216905944,63.131281918015674,0.3410812842245095,0.5098473440675747,0.16876605984306522,0,3.70103969235842,3.1565640959007837,0.000239834024969368,0,-13.6661144854933
