Time,Xinitial,Xfinal,Xchange,CustCostInitial,CustCostFinal,CustCostChange,CO2Initial,CO2Final,CO2Change,NOXInitial,NOXFinal,NOXChange,NOXChangeDAC,NOXChangeCost,CO2ChangeCost,RedCurtProp,SolarNonCurt,ChangeCurtCost,PropDemandChange,PropCO2Change,PropNOXChange,PropCustCostChange
intervention hours,252.65110089186174,213.748,-38.90310089186176,26.693624721293197,11.745239999999999,-14.948384721293198,44.09794853039686,39.9031400969293,-4.194808433467565,0.1576043951304961,0.1435245070495117,-0.014079888080984392,0,-0.3087719456159877,-0.20974042167337825,"NA","NA","NA",-0.15397954235913994,-0.09512479771198584,-0.08933689995971417,-0.5599983096101986
peak period (17-21),183.90933946488295,127.424,-56.485339464882934,18.24768085284281,12.94844,-5.299240852842809,41.292884797547885,18.356721548162568,-22.936163249385313,0.14859889248301839,0.09132931056500501,-0.057269581918013374,-0.01002217683565234,-1.2559219314620333,-1.1468081624692656,"NA","NA","NA",-0.30713687314215316,-0.5554507359279326,-0.3853970979262718,-0.29040626562784494
other,563.1153678929766,365.796,-197.3193678929766,45.16696337792642,29.84682,-15.32014337792642,116.50185108387831,75.17321163412801,-41.3286394497503,0.42768083944551283,0.275753253158,-0.15192758628751282,0,-3.3317719672851562,-2.066431972487515,"NA","NA","NA",-0.3504066469208461,-0.3547466333388536,-0.3552358961988724,-0.33918913808169665
Total,999.6758082497213,706.968,-292.70780824972127,90.10826895206243,54.5405,-35.56776895206243,201.89268441182304,133.43307327921988,-68.45961113260319,0.7338841270590273,0.5106070707725167,-0.2232770562865106,0,-4.896465844363178,-3.4229805566301597,-0.000160379112273722,0,11.9312436784913,-0.29280273248005034,-0.33908911227787963,-0.3042402036698528,-0.39472258612563593
