ELAST,HR24
-0.19,3
-0.13730389649973263,4
-0.090045764419777,5
-0.048073470179428146,6
-0.011234880197981023,7
0.020622139105269388,8
0.04764972131102807,9
0.07,10
0.08784977662474838,11
0.1014745241252688,12
0.11117438331341506,13
0.11724949500104087,14
0.12000000000000001,15
0.1196111602313028,16
0.11580872205258597,17
0.10820355293064274,18
0.09640652033226639,19
0.08002849172425017,20
0.05868287109118031,21
0.03204140232688126,22
-1.6583076558435161e-4,23
-0.0382062078653609,24
-0.08234710865159275,1
-0.13285591280342432,2
-0.19,3
