ELAST,HR24
-0.22,17
-0.09394438157447946,18
0.0029985733046407337,19
0.07365091653504272,20
0.12086007133077796,21
0.1480570011823935,22
0.15925620985693176,23
0.15849757243780446,24
0.14982096400842337,1
0.13726625965220024,2
0.12487333445254685,3
0.11655370564970455,4
0.11326666009099388,5
0.11301925423081469,6
0.11369018668039634,7
0.1131581560509682,8
0.10930186095375963,9
0.1,10
0.08335219946073352,11
0.05834179624626358,12
0.024173054926708404,13
-0.019949759927813768,14
-0.07482238374718472,15
-0.14124055196128618,16
-0.22,17
