ELAST,HR24
-0.19,4
-0.12750930339012007,5
-0.07326924722400843,6
-0.026839060151802874,7
0.012222029176358867,8
0.044354792110339075,9
0.06999999999999995,10
0.08962770650697433,11
0.10382509453997657,12
0.11320862931949162,13
0.11839477606600446,14
0.12,15
0.11850632291053628,16
0.11385799286096378,17
0.10586481448320606,18
0.09433659240918674,19
0.07908313127082935,20
0.05991716210252309,21
0.036718723195365725,22
0.009435160097163608,23
-0.021983255241811314,24
-0.057586250871287076,1
-0.09742355484099174,2
-0.14154489520065336,3
-0.19,4
