ELAST,HR24
-0.17,11
-0.02902175631713788,12
0.058378783784941685,13
0.09908993199455043,14
0.1,15
0.06877035737719306,16
0.01615460525239601,17
-0.046320597360533816,18
-0.10712859144773895,19
-0.15474271799536213,20
-0.1780015432100025,21
-0.17414381336876075,22
-0.14880845481923904,23
-0.10799961912949597,24
-0.05772145786759035,1
-0.003978122601580758,2
0.04722623510047397,3
0.08994229042125677,4
0.11948173381050443,5
0.13241727098500794,6
0.12537643441229981,7
0.09498675655991247,8
0.037875769895378414,9
-0.049328993113769815,10
-0.1699999999999999,11
