Number_Host_Sites,Number_Charging_Ports,Power_Rating_kWh,Time_LS_Window_Hours,Total_#_Ports,Workplace_Sites,Workplace_Ports,MUD_Sites,MUD_Ports,Destination_Center_Sites,Destination_Center_Ports,Fleet_Sites,Fleet_Ports,Workplace_Max_kWh,MUD_Max_kWh,Destination_Center_Max_kWh,Fleet_Max_kWh,Total_Max_kWh
68,1020,6.6,4,1020,36,668,3,35,22,234,7,83,17635.2,924,6177.6,2191.2,26928
