Jul_17,Aug_17,Sep_17,Oct_17,Nov_17,Dec_17,Jan_18,Feb_18,Mar_18,Apr_18,May_18,June_18,Jul_18,Aug_18,Sep_18,Oct_18,Nov_18,Dec_18
0,0,0,10,10,22,35,35,35,35,35,35,35,35,35,35,35,
